player,nationality,position,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,Season,team_name,league_name,league_country,player_lower,firstname_lower,lastname_lower,firstinitial_lower,league_country_lower,nationality_code,nationality_cleaned,position_grouped
Dani Cárdenas,es ESP,GK,Levante,23,1997,1.0,1.0,90.0,1.0,1.0,4.0,3.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.26,0.0,0.03,3.0,7.0,42.9,22.0,4.0,27.3,30.5,7.0,14.3,18.4,16.0,2.0,12.5,1.0,1.0,15.3,20/21,Levante,La Liga,Spain,dani cardenas,dani,cardenas,d,spain,ESP,Spain,Goalkeeper
Koen Casteels,be BEL,GK,Wolfsburg,28,1992,12.0,12.0,1080.0,12.0,1.0,35.0,26.0,0.7140000000000001,6.0,5.0,1.0,4.0,33.3,3.0,2.0,1.0,0.0,12.0,0.0,2.0,1.0,11.6,0.28,0.6,0.05,96.0,210.0,45.7,377.0,66.0,42.2,37.8,70.0,72.9,54.4,104.0,12.0,11.5,9.0,0.75,14.8,20/21,Wolfsburg,Bundesliga,Germany,koen casteels,koen,casteels,k,germany,BEL,Belgium,Goalkeeper
Alberto Cifuentes,es ESP,GK,Cádiz,41,1979,2.0,2.0,180.0,3.0,1.5,6.0,3.0,0.5,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.8,0.29,-1.2,-0.62,25.0,63.0,39.7,53.0,3.0,92.5,59.7,16.0,87.5,61.1,17.0,1.0,5.9,2.0,1.0,14.3,20/21,Cádiz,La Liga,Spain,alberto cifuentes,alberto,cifuentes,a,spain,ESP,Spain,Goalkeeper
Andrea Consigli,it ITA,GK,Sassuolo,33,1987,13.0,13.0,1170.0,17.0,1.31,61.0,46.0,0.754,7.0,4.0,2.0,4.0,30.8,2.0,2.0,0.0,0.0,13.0,0.0,1.0,1.0,17.5,0.26,1.5,0.11,75.0,156.0,48.1,362.0,58.0,35.1,31.7,95.0,30.5,28.4,125.0,9.0,7.2,8.0,0.62,15.2,20/21,Sassuolo,Serie A,Italy,andrea consigli,andrea,consigli,a,italy,ITA,Italy,Goalkeeper
Alex Cordaz,it ITA,GK,Crotone,37,1983,14.0,14.0,1260.0,29.0,2.07,74.0,46.0,0.635,2.0,3.0,9.0,2.0,14.3,2.0,2.0,0.0,0.0,14.0,1.0,3.0,0.0,25.5,0.33,-3.5,-0.25,70.0,180.0,38.9,455.0,59.0,34.5,31.5,106.0,21.7,25.4,100.0,4.0,4.0,14.0,1.0,16.2,20/21,Crotone,Serie A,Italy,alex cordaz,alex,cordaz,a,italy,ITA,Italy,Goalkeeper
Angelo da Costa Júnior,br BRA,GK,Bologna,37,1983,3.0,3.0,270.0,5.0,1.67,13.0,8.0,0.6920000000000001,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,5.1,0.38,0.1,0.03,20.0,35.0,57.1,137.0,15.0,22.6,29.3,20.0,20.0,23.1,17.0,0.0,0.0,3.0,1.0,16.0,20/21,Bologna,Serie A,Italy,angelo da costa junior,angelo,junior,a,italy,BRA,Brazil,Goalkeeper
Benoît Costil,fr FRA,GK,Bordeaux,33,1987,17.0,17.0,1530.0,21.0,1.24,62.0,44.0,0.71,6.0,4.0,7.0,9.0,52.9,4.0,3.0,1.0,0.0,17.0,0.0,2.0,1.0,18.8,0.25,-0.2,-0.01,146.0,315.0,46.3,438.0,62.0,51.6,41.2,125.0,71.2,51.1,132.0,2.0,1.5,10.0,0.59,14.8,20/21,Bordeaux,Ligue 1,France,benoit costil,benoit,costil,b,france,FRA,France,Goalkeeper
Thibaut Courtois,be BEL,GK,Real Madrid,28,1992,15.0,15.0,1350.0,14.0,0.93,44.0,35.0,0.795,10.0,2.0,3.0,6.0,40.0,6.0,5.0,1.0,0.0,15.0,0.0,1.0,1.0,13.7,0.22,0.7,0.05,46.0,144.0,31.9,431.0,91.0,23.9,31.9,102.0,40.2,39.3,118.0,12.0,10.2,8.0,0.53,15.0,20/21,Real Madrid,La Liga,Spain,thibaut courtois,thibaut,courtois,t,spain,BEL,Belgium,Goalkeeper
Alessio Cragno,it ITA,GK,Cagliari,26,1994,14.0,14.0,1260.0,27.0,1.93,86.0,60.0,0.7090000000000001,3.0,5.0,6.0,2.0,14.3,2.0,2.0,0.0,0.0,14.0,1.0,4.0,0.0,26.5,0.29,-0.5,-0.03,85.0,169.0,50.3,291.0,55.0,39.2,33.8,119.0,46.2,35.7,131.0,11.0,8.4,5.0,0.36,12.4,20/21,Cagliari,Serie A,Italy,alessio cragno,alessio,cragno,a,italy,ITA,Italy,Goalkeeper
Karl Darlow,eng ENG,GK,Newcastle Utd,30,1990,13.0,13.0,1170.0,22.0,1.69,69.0,49.0,0.696,5.0,3.0,5.0,2.0,15.4,2.0,1.0,1.0,0.0,13.0,0.0,2.0,2.0,20.7,0.28,0.7,0.05,91.0,282.0,32.3,277.0,52.0,67.9,50.2,111.0,84.7,60.7,136.0,14.0,10.3,2.0,0.15,11.3,20/21,Newcastle Utd,Premier League,England,karl darlow,karl,darlow,k,england,ENG,England,Goalkeeper
Yehvann Diouf,fr FRA,GK,Reims,21,1999,2.0,1.0,135.0,1.0,0.67,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,0.03,0.0,0.01,5.0,16.0,31.3,40.0,13.0,27.5,32.2,12.0,41.7,39.0,11.0,0.0,0.0,1.0,0.67,15.3,20/21,Reims,Ligue 1,France,yehvann diouf,yehvann,diouf,y,france,FRA,France,Goalkeeper
Marko Dmitrović,rs SRB,GK,Eibar,28,1992,15.0,15.0,1350.0,15.0,1.0,53.0,37.0,0.7170000000000001,3.0,6.0,6.0,6.0,40.0,1.0,0.0,1.0,0.0,15.0,0.0,1.0,0.0,16.1,0.29,1.1,0.08,139.0,374.0,37.2,393.0,42.0,71.2,55.9,101.0,93.1,74.4,134.0,8.0,6.0,14.0,0.93,15.3,20/21,Eibar,La Liga,Spain,marko dmitrovic,marko,dmitrovic,m,spain,SRB,Serbia,Goalkeeper
Jaume Doménech,es ESP,GK,Valencia,30,1990,15.0,15.0,1350.0,22.0,1.47,72.0,54.0,0.736,3.0,6.0,6.0,2.0,13.3,4.0,3.0,1.0,0.0,15.0,1.0,3.0,1.0,23.8,0.29,2.8,0.19,163.0,315.0,51.7,331.0,54.0,58.0,42.7,155.0,79.4,56.4,193.0,11.0,5.7,8.0,0.53,13.3,20/21,Valencia,La Liga,Spain,jaume domenech,jaume,domenech,j,spain,ESP,Spain,Goalkeeper
Gianluigi Donnarumma,it ITA,GK,Milan,21,1999,13.0,13.0,1170.0,13.0,1.0,43.0,32.0,0.721,10.0,3.0,0.0,4.0,30.8,2.0,1.0,1.0,0.0,13.0,1.0,2.0,1.0,15.1,0.32,3.1,0.24,56.0,160.0,35.0,337.0,41.0,38.3,34.7,63.0,49.2,37.8,109.0,10.0,9.2,7.0,0.54,15.1,20/21,Milan,Serie A,Italy,gianluigi donnarumma,gianluigi,donnarumma,g,italy,ITA,Italy,Goalkeeper
Bartłomiej Drągowski,pl POL,GK,Fiorentina,23,1997,14.0,14.0,1260.0,21.0,1.5,57.0,40.0,0.684,3.0,5.0,6.0,3.0,21.4,4.0,3.0,1.0,0.0,14.0,1.0,4.0,1.0,20.5,0.3,0.5,0.03,85.0,203.0,41.9,359.0,79.0,47.4,39.9,97.0,34.0,32.8,127.0,7.0,5.5,6.0,0.43,13.7,20/21,Fiorentina,Serie A,Italy,bartomiej dragowski,bartomiej,dragowski,b,italy,POL,Poland,Goalkeeper
Ederson,br BRA,GK,Manchester City,27,1993,13.0,13.0,1170.0,12.0,0.92,30.0,22.0,0.733,6.0,5.0,2.0,6.0,46.2,4.0,4.0,0.0,0.0,13.0,0.0,2.0,1.0,10.3,0.23,-0.7,-0.05,54.0,114.0,47.4,316.0,50.0,23.4,31.3,73.0,54.8,47.8,69.0,5.0,7.2,12.0,0.92,16.3,20/21,Manchester City,Premier League,England,ederson,ederson,ederson,e,england,BRA,Brazil,Goalkeeper
Łukasz Fabiański,pl POL,GK,West Ham,35,1985,14.0,14.0,1260.0,19.0,1.36,58.0,41.0,0.7070000000000001,6.0,3.0,5.0,4.0,28.6,5.0,2.0,2.0,1.0,14.0,0.0,1.0,0.0,21.9,0.35,2.9,0.21,115.0,253.0,45.5,309.0,59.0,60.8,45.8,91.0,71.4,52.7,151.0,8.0,5.3,4.0,0.29,12.6,20/21,West Ham,Premier League,England,ukasz fabianski,ukasz,fabianski,u,england,POL,Poland,Goalkeeper
Ralf Fährmann,de GER,GK,Schalke 04,32,1988,6.0,6.0,495.0,19.0,3.45,28.0,13.0,0.39299999999999996,0.0,1.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,5.5,0.0,2.0,2.0,11.6,0.36,-5.4,-0.98,29.0,88.0,33.0,162.0,34.0,37.7,34.8,46.0,58.7,45.3,44.0,2.0,4.5,7.0,1.27,15.3,20/21,Schalke 04,Bundesliga,Germany,ralf fahrmann,ralf,fahrmann,r,germany,GER,Germany,Goalkeeper
Wuilker Faríñez,ve VEN,GK,Lens,22,1998,1.0,0.0,6.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,-0.17,1.0,2.0,50.0,1.0,0.0,100.0,103.0,1.0,100.0,63.0,2.0,0.0,0.0,0.0,0.0,8.0,20/21,Lens,Ligue 1,France,wuilker farinez,wuilker,farinez,w,france,VEN,Venezuela,Goalkeeper
Aitor Fernández,es ESP,GK,Levante,29,1991,12.0,12.0,1080.0,15.0,1.25,47.0,32.0,0.7020000000000001,3.0,5.0,4.0,1.0,8.3,1.0,1.0,0.0,0.0,12.0,1.0,2.0,0.0,14.9,0.3,-0.1,-0.01,56.0,142.0,39.4,277.0,69.0,41.5,37.1,94.0,28.7,29.8,115.0,8.0,7.0,12.0,1.0,15.7,20/21,Levante,La Liga,Spain,aitor fernandez,aitor,fernandez,a,spain,ESP,Spain,Goalkeeper
Álvaro Fernández,es ESP,GK,Huesca,22,1998,4.0,4.0,360.0,6.0,1.5,10.0,4.0,0.5,1.0,2.0,1.0,1.0,25.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,4.9,0.39,-1.1,-0.28,23.0,69.0,33.3,124.0,19.0,46.8,38.9,29.0,37.9,41.7,34.0,4.0,11.8,1.0,0.25,14.5,20/21,Huesca,La Liga,Spain,alvaro fernandez,alvaro,fernandez,a,spain,ESP,Spain,Goalkeeper
Andrés Fernández,es ESP,GK,Huesca,34,1986,11.0,11.0,990.0,17.0,1.55,37.0,22.0,0.622,0.0,7.0,4.0,2.0,18.2,3.0,3.0,0.0,0.0,11.0,1.0,3.0,0.0,13.3,0.29,-3.7,-0.33,56.0,176.0,31.8,313.0,48.0,42.2,37.0,82.0,53.7,43.8,109.0,9.0,8.3,3.0,0.27,11.9,20/21,Huesca,La Liga,Spain,andres fernandez,andres,fernandez,a,spain,ESP,Spain,Goalkeeper
David de Gea,es ESP,GK,Manchester Utd,30,1990,11.0,11.0,945.0,18.0,1.71,33.0,19.0,0.5760000000000001,6.0,2.0,3.0,3.0,27.3,4.0,4.0,0.0,0.0,10.5,1.0,2.0,1.0,16.5,0.39,-0.5,-0.05,36.0,93.0,38.7,163.0,25.0,37.4,33.7,75.0,42.7,35.9,83.0,3.0,3.6,4.0,0.38,13.8,20/21,Manchester Utd,Premier League,England,david de gea,david,gea,d,england,ESP,Spain,Goalkeeper
Rafał Gikiewicz,pl POL,GK,Augsburg,33,1987,13.0,13.0,1170.0,20.0,1.54,65.0,47.0,0.723,4.0,4.0,5.0,3.0,23.1,2.0,2.0,0.0,0.0,13.0,0.0,0.0,1.0,18.0,0.25,0.0,0.0,90.0,230.0,39.1,452.0,87.0,38.7,34.9,111.0,49.5,44.2,146.0,10.0,6.8,10.0,0.77,15.0,20/21,Augsburg,Bundesliga,Germany,rafa gikiewicz,rafa,gikiewicz,r,germany,POL,Poland,Goalkeeper
David Gil,es ESP,GK,Cádiz,26,1994,1.0,1.0,90.0,2.0,2.0,3.0,1.0,0.33299999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2,0.4,-0.8,-0.8,5.0,29.0,17.2,28.0,3.0,75.0,51.4,9.0,88.9,64.3,5.0,0.0,0.0,0.0,0.0,9.0,20/21,Cádiz,La Liga,Spain,david gil,david,gil,d,spain,ESP,Spain,Goalkeeper
Pierluigi Gollini,it ITA,GK,Atalanta,25,1995,6.0,6.0,515.0,5.0,0.87,16.0,11.0,0.75,2.0,3.0,1.0,2.0,33.3,2.0,1.0,1.0,0.0,5.7,0.0,1.0,0.0,6.1,0.27,1.1,0.2,36.0,86.0,41.9,143.0,17.0,46.2,38.6,30.0,66.7,48.2,45.0,3.0,6.7,5.0,0.87,14.5,20/21,Atalanta,Serie A,Italy,pierluigi gollini,pierluigi,gollini,p,italy,ITA,Italy,Goalkeeper
Alfred Gomis,sn SEN,GK,Rennes,27,1993,5.0,5.0,450.0,8.0,1.6,19.0,11.0,0.579,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.7,0.36,-1.3,-0.26,17.0,35.0,48.6,115.0,30.0,26.1,30.0,16.0,31.3,33.8,23.0,1.0,4.3,4.0,0.8,15.8,20/21,Rennes,Ligue 1,France,alfred gomis,alfred,gomis,a,france,SEN,Senegal,Goalkeeper
Alfred Gomis,sn SEN,GK,Dijon,27,1993,5.0,5.0,450.0,10.0,2.0,24.0,18.0,0.708,0.0,1.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,2.0,1.0,9.9,0.3,0.9,0.17,28.0,94.0,29.8,121.0,28.0,43.0,39.4,67.0,62.7,49.6,78.0,8.0,10.3,3.0,0.6,12.8,20/21,Dijon,Ligue 1,France,alfred gomis,alfred,gomis,a,france,SEN,Senegal,Goalkeeper
Vicente Guaita,es ESP,GK,Crystal Palace,33,1987,14.0,14.0,1260.0,25.0,1.79,62.0,38.0,0.645,5.0,3.0,6.0,1.0,7.1,3.0,3.0,0.0,0.0,14.0,0.0,2.0,0.0,22.9,0.33,-2.1,-0.15,82.0,260.0,31.5,267.0,52.0,61.4,45.5,112.0,85.7,60.6,135.0,8.0,5.9,8.0,0.57,14.2,20/21,Crystal Palace,Premier League,England,vicente guaita,vicente,guaita,v,england,ESP,Spain,Goalkeeper
Péter Gulácsi,hu HUN,GK,RB Leipzig,30,1990,13.0,13.0,1170.0,9.0,0.69,33.0,23.0,0.727,8.0,4.0,1.0,6.0,46.2,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,7.1,0.21,-1.9,-0.15,62.0,121.0,51.2,391.0,63.0,26.6,31.0,68.0,25.0,30.5,84.0,6.0,7.1,20.0,1.54,18.2,20/21,RB Leipzig,Bundesliga,Germany,peter gulacsi,peter,gulacsi,p,germany,HUN,Hungary,Goalkeeper
Samir Handanović,si SVN,GK,Inter,36,1984,14.0,14.0,1260.0,17.0,1.21,46.0,30.0,0.652,10.0,3.0,1.0,3.0,21.4,2.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,15.7,0.3,-1.3,-0.09,46.0,99.0,46.5,342.0,55.0,24.0,29.1,64.0,26.6,31.2,96.0,3.0,3.1,6.0,0.43,11.1,20/21,Inter,Serie A,Italy,samir handanovic,samir,handanovic,s,italy,SVN,Slovenia,Goalkeeper
Dean Henderson,eng ENG,GK,Manchester Utd,23,1997,3.0,2.0,225.0,3.0,1.2,14.0,11.0,0.7859999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.0,0.0,3.4,0.24,0.4,0.17,10.0,23.0,43.5,46.0,16.0,41.3,35.6,18.0,22.2,29.7,26.0,0.0,0.0,0.0,0.0,12.2,20/21,Manchester Utd,Premier League,England,dean henderson,dean,henderson,d,england,ENG,England,Goalkeeper
Sergio Herrera,es ESP,GK,Osasuna,27,1993,12.0,12.0,1080.0,18.0,1.5,55.0,39.0,0.727,3.0,2.0,7.0,4.0,33.3,6.0,3.0,2.0,1.0,12.0,0.0,1.0,0.0,20.2,0.32,2.2,0.18,166.0,341.0,48.7,348.0,30.0,75.0,53.0,83.0,96.4,64.6,124.0,14.0,11.3,22.0,1.83,16.9,20/21,Osasuna,La Liga,Spain,sergio herrera,sergio,herrera,s,spain,ESP,Spain,Goalkeeper
Marwin Hitz,ch SUI,GK,Dortmund,33,1987,2.0,2.0,180.0,0.0,0.0,5.0,5.0,1.0,2.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7,0.13,0.7,0.33,14.0,25.0,56.0,61.0,11.0,31.1,31.5,10.0,60.0,49.4,9.0,3.0,33.3,1.0,0.5,16.0,20/21,Dortmund,Bundesliga,Germany,marwin hitz,marwin,hitz,m,germany,SUI,Switzerland,Goalkeeper
Timo Horn,de GER,GK,Köln,27,1993,13.0,13.0,1119.0,20.0,1.61,58.0,42.0,0.7240000000000001,2.0,5.0,6.0,2.0,15.4,5.0,4.0,1.0,0.0,12.4,1.0,2.0,0.0,18.7,0.24,-1.3,-0.1,126.0,264.0,47.7,416.0,42.0,51.7,41.2,87.0,56.3,45.6,104.0,3.0,2.9,9.0,0.72,13.4,20/21,Köln,Bundesliga,Germany,timo horn,timo,horn,t,germany,GER,Germany,Goalkeeper
Lukáš Hrádecký,fi FIN,GK,Leverkusen,31,1989,13.0,13.0,1170.0,12.0,0.92,32.0,22.0,0.6559999999999999,8.0,4.0,1.0,5.0,38.5,2.0,1.0,1.0,0.0,13.0,0.0,0.0,1.0,12.2,0.32,1.2,0.09,94.0,246.0,38.2,591.0,67.0,36.2,34.8,72.0,44.4,36.4,86.0,6.0,7.0,17.0,1.31,17.9,20/21,Leverkusen,Bundesliga,Germany,lukas hradecky,lukas,hradecky,l,germany,FIN,Finland,Goalkeeper
Ángel Jiménez,es ESP,GK,Granada,18,2002,1.0,1.0,90.0,2.0,2.0,7.0,6.0,0.857,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.7,0.22,0.7,0.69,10.0,24.0,41.7,13.0,0.0,76.9,50.1,17.0,82.4,55.0,10.0,0.0,0.0,1.0,1.0,14.3,20/21,Granada,La Liga,Spain,angel jimenez,angel,jimenez,a,spain,ESP,Spain,Goalkeeper
Sam Johnstone,eng ENG,GK,West Brom,27,1993,14.0,14.0,1260.0,29.0,2.07,86.0,63.0,0.7090000000000001,1.0,4.0,9.0,2.0,14.3,5.0,4.0,1.0,0.0,14.0,0.0,5.0,2.0,31.4,0.33,4.4,0.31,125.0,317.0,39.4,358.0,69.0,63.7,47.8,110.0,80.9,56.0,130.0,8.0,6.2,10.0,0.71,14.5,20/21,West Brom,Premier League,England,sam johnstone,sam,johnstone,s,england,ENG,England,Goalkeeper
Bingourou Kamara,sn SEN,GK,Strasbourg,24,1996,8.0,8.0,720.0,14.0,1.75,31.0,19.0,0.581,2.0,0.0,6.0,2.0,25.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,9.7,0.28,-3.3,-0.41,63.0,142.0,44.4,191.0,43.0,48.7,39.3,56.0,87.5,60.0,58.0,3.0,5.2,1.0,0.13,12.9,20/21,Strasbourg,Ligue 1,France,bingourou kamara,bingourou,kamara,b,france,SEN,Senegal,Goalkeeper
Eiji Kawashima,jp JPN,GK,Strasbourg,37,1983,9.0,9.0,810.0,18.0,2.0,44.0,29.0,0.659,2.0,2.0,5.0,2.0,22.2,4.0,3.0,1.0,0.0,9.0,0.0,1.0,0.0,16.8,0.34,-1.2,-0.13,83.0,151.0,55.0,207.0,32.0,51.2,41.2,66.0,68.2,53.0,79.0,4.0,5.1,3.0,0.33,12.4,20/21,Strasbourg,Ligue 1,France,eiji kawashima,eiji,kawashima,e,france,JPN,Japan,Goalkeeper
Caoimhin Kelleher,ie IRL,GK,Liverpool,22,1998,1.0,1.0,90.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.3,0.9,0.91,4.0,10.0,40.0,23.0,3.0,34.8,34.2,5.0,40.0,35.0,13.0,2.0,15.4,0.0,0.0,17.0,20/21,Liverpool,Premier League,England,caoimhin kelleher,caoimhin,kelleher,c,england,IRL,Ireland,Goalkeeper
Gregor Kobel,ch SUI,GK,Stuttgart,23,1997,13.0,13.0,1170.0,20.0,1.54,60.0,42.0,0.7,4.0,6.0,3.0,1.0,7.7,2.0,2.0,0.0,0.0,13.0,1.0,2.0,0.0,16.5,0.25,-3.5,-0.27,59.0,136.0,43.4,374.0,82.0,31.0,31.0,104.0,19.2,22.2,125.0,3.0,2.4,10.0,0.77,14.2,20/21,Stuttgart,Bundesliga,Germany,gregor kobel,gregor,kobel,g,germany,SUI,Switzerland,Goalkeeper
Alban Lafont,fr FRA,GK,Nantes,21,1999,17.0,17.0,1530.0,30.0,1.76,82.0,60.0,0.72,3.0,6.0,8.0,2.0,11.8,7.0,7.0,0.0,0.0,17.0,1.0,3.0,1.0,31.0,0.31,2.0,0.12,88.0,262.0,33.6,380.0,71.0,45.3,40.2,131.0,68.7,51.1,132.0,8.0,6.1,11.0,0.65,14.8,20/21,Nantes,Ligue 1,France,alban lafont,alban,lafont,a,france,FRA,France,Goalkeeper
Michael Langer,at AUT,GK,Schalke 04,35,1985,1.0,1.0,90.0,3.0,3.0,9.0,7.0,0.667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.1,0.35,1.1,1.13,8.0,14.0,57.1,13.0,1.0,53.8,40.8,15.0,46.7,36.6,9.0,0.0,0.0,0.0,0.0,6.0,20/21,Schalke 04,Bundesliga,Germany,michael langer,michael,langer,m,germany,AUT,Austria,Goalkeeper
Gautier Larsonneur,fr FRA,GK,Brest,23,1997,17.0,17.0,1530.0,31.0,1.82,80.0,51.0,0.6629999999999999,7.0,2.0,8.0,3.0,17.6,4.0,4.0,0.0,0.0,17.0,0.0,4.0,1.0,24.6,0.27,-5.4,-0.32,118.0,239.0,49.4,505.0,83.0,37.4,37.1,134.0,37.3,36.0,167.0,14.0,8.4,5.0,0.29,12.5,20/21,Brest,Ligue 1,France,gautier larsonneur,gautier,larsonneur,g,france,FRA,France,Goalkeeper
Jean-Louis Leca,fr FRA,GK,Lens,35,1985,16.0,16.0,1434.0,23.0,1.44,56.0,36.0,0.625,8.0,3.0,5.0,5.0,31.3,3.0,2.0,1.0,0.0,15.9,0.0,2.0,1.0,17.3,0.28,-4.7,-0.29,117.0,276.0,42.4,374.0,55.0,61.0,45.2,88.0,54.5,45.0,100.0,9.0,9.0,6.0,0.38,14.1,20/21,Lens,Ligue 1,France,jean-louis leca,jean-louis,leca,j,france,FRA,France,Goalkeeper
Benjamin Lecomte,fr FRA,GK,Monaco,29,1991,8.0,8.0,720.0,12.0,1.5,25.0,15.0,0.6,3.0,2.0,3.0,2.0,25.0,2.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,9.1,0.3,-2.9,-0.36,47.0,106.0,44.3,244.0,39.0,34.8,33.9,46.0,45.7,43.6,58.0,2.0,3.4,16.0,2.0,17.4,20/21,Monaco,Ligue 1,France,benjamin lecomte,benjamin,lecomte,b,france,FRA,France,Goalkeeper
Jeremías Ledesma,ar ARG,GK,Cádiz,27,1993,12.0,12.0,1080.0,15.0,1.25,46.0,33.0,0.696,4.0,3.0,5.0,4.0,33.3,1.0,1.0,0.0,0.0,12.0,0.0,2.0,1.0,11.8,0.24,-2.2,-0.18,116.0,312.0,37.2,270.0,28.0,80.7,56.5,101.0,93.1,67.5,111.0,17.0,15.3,6.0,0.5,14.2,20/21,Cádiz,La Liga,Spain,jeremias ledesma,jeremias,ledesma,j,spain,ARG,Argentina,Goalkeeper
Bernd Leno,de GER,GK,Arsenal,28,1992,14.0,14.0,1260.0,18.0,1.29,50.0,35.0,0.64,4.0,2.0,8.0,3.0,21.4,0.0,0.0,0.0,0.0,14.0,0.0,3.0,3.0,15.0,0.31,0.0,0.0,46.0,120.0,38.3,411.0,50.0,18.5,27.4,84.0,52.4,42.1,116.0,5.0,4.3,11.0,0.79,15.6,20/21,Arsenal,Premier League,England,bernd leno,bernd,leno,b,england,GER,Germany,Goalkeeper
Hugo Lloris,fr FRA,GK,Tottenham,34,1986,14.0,14.0,1260.0,14.0,1.0,51.0,43.0,0.804,7.0,4.0,3.0,5.0,35.7,4.0,4.0,0.0,0.0,14.0,0.0,1.0,2.0,14.3,0.22,2.3,0.16,69.0,178.0,38.8,276.0,58.0,47.8,38.1,110.0,41.8,35.8,147.0,3.0,2.0,7.0,0.5,13.2,20/21,Tottenham,Premier League,England,hugo lloris,hugo,lloris,h,england,FRA,France,Goalkeeper
Anthony Lopes,pt POR,GK,Lyon,30,1990,17.0,17.0,1530.0,14.0,0.82,53.0,44.0,0.792,10.0,6.0,1.0,6.0,35.3,6.0,3.0,2.0,1.0,17.0,0.0,0.0,2.0,16.5,0.26,4.5,0.27,100.0,179.0,55.9,399.0,80.0,33.6,33.2,110.0,40.9,36.6,149.0,9.0,6.0,18.0,1.06,18.3,20/21,Lyon,Ligue 1,France,anthony lopes,anthony,lopes,a,france,POR,Portugal,Goalkeeper
Pau López,es ESP,GK,Roma,26,1994,4.0,3.0,287.0,4.0,1.25,11.0,9.0,0.727,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.2,0.0,0.0,1.0,3.5,0.24,0.5,0.16,14.0,36.0,38.9,83.0,16.0,34.9,34.1,13.0,53.8,43.4,19.0,3.0,15.8,0.0,0.0,14.7,20/21,Roma,Serie A,Italy,pau lopez,pau,lopez,p,italy,ESP,Spain,Goalkeeper
Andreas Luthe,de GER,GK,Union Berlin,33,1987,13.0,13.0,1170.0,18.0,1.38,50.0,31.0,0.64,5.0,6.0,2.0,2.0,15.4,0.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,15.5,0.31,-2.5,-0.19,80.0,226.0,35.4,362.0,45.0,45.0,38.9,87.0,72.4,49.8,102.0,4.0,3.9,3.0,0.23,12.4,20/21,Union Berlin,Bundesliga,Germany,andreas luthe,andreas,luthe,a,germany,GER,Germany,Goalkeeper
Mike Maignan,fr FRA,GK,Lille,25,1995,17.0,17.0,1530.0,12.0,0.71,50.0,39.0,0.78,10.0,6.0,1.0,8.0,47.1,1.0,1.0,0.0,0.0,17.0,0.0,4.0,1.0,14.1,0.27,3.1,0.18,86.0,248.0,34.7,402.0,86.0,42.5,39.4,112.0,68.8,56.8,140.0,12.0,8.6,13.0,0.76,16.8,20/21,Lille,Ligue 1,France,mike maignan,mike,maignan,m,france,FRA,France,Goalkeeper
