Player,Nation,Team,League,Season,TeamElo,AgeDuringSeason,CurrentAge,Position,PlayStyle,Min,Starts,PercentLeftFooted,PercentRightFooted,Footedness,DAVIES,DAVIESPer90,xGoalsAdded,xGoalsAddedAbovePlayStyle,xGoalsAddedPer90,Salary($),xSalary($),CurrentMarketValue(€),xMarketValue(€),xGAM,name_lower,firstname_lower,lastname_lower,firstinitial_lower
Riccardo Montolivo,ITA,Milan,Serie A,17/18,1720.63,32.0,35,MF,DefensiveCentralProgressor,1087,12,15.09,84.91,Right,-0.5,0.01,1.5,-0.48,0.12,,,,,,riccardo montolivo,riccardo,montolivo,r
Darko Brasanac,SRB,Alaves,La Liga,18/19,1679.75,26.0,28,MF,DefensiveCentralProgressor,1580,17,18.65,81.35,Right,-0.5,-0.04,1.53,-0.45,0.09,441067.0,1243900.0,,,,darko brasanac,darko,brasanac,d
Oriol Romeu,ESP,Southampton,Premier League,20/21,1758.47,29.27,29,MF,DefensiveCentralProgressor,1305,15,22.03,77.97,Right,-0.51,-0.02,1.53,-0.45,0.11,,,8000000.0,,,oriol romeu,oriol,romeu,o
Renato Tapia,PER,Celta Vigo,La Liga,20/21,1693.48,25.43,25,MF,DefensiveCentralProgressor,1323,16,14.24,85.76,Right,-0.51,-0.02,1.53,-0.45,0.1,,,,,,renato tapia,renato,tapia,r
Karim Azamoum,FRA,Troyes,Ligue 1,17/18,1461.59,27.0,30,MF,OffensiveWideProgressor,2278,26,12.25,87.75,Right,-0.51,-0.07,2.96,-0.22,0.12,,,,,,karim azamoum,karim,azamoum,k
Tatsuya Ito,JPN,Hamburger SV,Bundesliga,17/18,1567.97,20.0,23,"MF,FW",Dribbler,1012,12,14.63,85.37,Right,-0.51,-0.01,2.55,-0.45,0.23,,,,,,tatsuya ito,tatsuya,ito,t
Andreas Beck,GER,Stuttgart,Bundesliga,17/18,1658.9,30.0,33,"DF,MF",OffensiveWideProgressor,1927,22,18.74,81.26,Right,-0.51,-0.05,2.95,-0.22,0.14,,,,,,andreas beck,andreas,beck,a
Marvin Bakalorz,GER,Hannover 96,Bundesliga,18/19,1527.5,28.0,31,MF,DefensiveCentralProgressor,1470,16,13.41,86.59,Right,-0.51,-0.03,1.53,-0.45,0.09,705707.0,1415754.0,,,,marvin bakalorz,marvin,bakalorz,m
Chris Wood,NZL,Burnley,Premier League,20/21,1708.72,29.07,29,FW,Finisher,1288,15,15.34,84.66,Right,-0.51,-0.03,3.04,-0.37,0.21,,,14500000.0,,,chris wood,chris,wood,c
Oswaldo Vizcarrondo,VEN,Troyes,Ligue 1,17/18,1461.59,33.0,36,DF,LowBlockCentralDefender,1716,18,9.4,90.6,Right,-0.51,-0.02,2.14,-0.29,0.11,,,,,,oswaldo vizcarrondo,oswaldo,vizcarrondo,o
Daley Sinkgraven,NED,Leverkusen,Bundesliga,19/20,1795.39,24.0,25,DF,DefensiveCentralProgressor,909,11,84.95,15.05,Left,-0.51,0.03,1.52,-0.46,0.15,,,5000000.0,20628157.0,,daley sinkgraven,daley,sinkgraven,d
Christian Kouame,CIV,Genoa,Serie A,19/20,1536.21,21.0,23,FW,Finisher,915,10,15.35,84.65,Right,-0.51,-0.01,2.44,-0.97,0.24,732849.0,1125855.0,17500000.0,11870390.0,,christian kouame,christian,kouame,c
Ashley Young,ENG,Manchester Utd,Premier League,19/20,1876.21,34.0,35,DF,DefensiveWideProgressor,955,10,14.63,85.37,Right,-0.52,0.02,1.85,-0.89,0.17,8232619.0,5852266.0,3000000.0,4064533.0,,ashley young,ashley,young,a
Roland Sallai,HUN,Freiburg,Bundesliga,19/20,1660.59,22.0,23,"MF,FW",Dribbler,1162,15,26.85,73.15,Right,-0.52,-0.04,2.54,-0.46,0.2,678564.0,1246984.0,3500000.0,4941993.0,,roland sallai,roland,sallai,r
Nicolas Pallois,FRA,Nantes,Ligue 1,20/21,1518.53,33.28,33,DF,PossessionOrientedCentralDefender,1350,15,88.81,11.19,Left,-0.52,-0.01,2.25,-0.55,0.15,,,2000000.0,,,nicolas pallois,nicolas,pallois,n
Luis Alberto,ESP,Lazio,Serie A,20/21,1733.08,28.26,28,MF,Playmaker,949,12,4.11,95.89,Right,-0.52,0.09,3.39,-0.29,0.32,,,50000000.0,,,luis alberto,luis,alberto,l
Eduardo Camavinga,FRA,Rennes,Ligue 1,18/19,1615.97,15.0,18,MF,DefensiveCentralProgressor,364,4,85.29,14.71,Left,-0.52,-0.01,0.4,-1.58,0.1,,,37500000.0,,,eduardo camavinga,eduardo,camavinga,e
Alvaro Gonzalez,ESP,Marseille,Ligue 1,20/21,1652.39,30.98,30,DF,LowBlockCentralDefender,1170,13,11.7,88.3,Right,-0.52,0.03,2.13,-0.3,0.16,,,6500000.0,,,alvaro gonzalez,alvaro,gonzalez,a
Semi Ajayi,NGA,West Brom,Premier League,20/21,1561.08,27.15,27,DF,LowBlockCentralDefender,1350,15,6.21,93.79,Right,-0.52,0.0,1.97,-0.46,0.13,,,,,,semi ajayi,semi,ajayi,s
Lucas Biglia,ARG,Milan,Serie A,18/19,1710.55,32.0,34,MF,DefensiveCentralProgressor,1114,13,22.92,77.08,Right,-0.52,0.0,1.48,-0.5,0.12,7329622.0,5311084.0,2000000.0,,,lucas biglia,lucas,biglia,l
Vitor Hugo,BRA,Fiorentina,Serie A,17/18,1682.86,26.0,29,DF,LowBlockCentralDefender,1208,13,57.52,42.48,Dual,-0.52,0.02,1.97,-0.47,0.15,,,,,,vitor hugo,vitor,hugo,v
Sergio Postigo,ESP,Levante,La Liga,18/19,1682.22,29.0,32,DF,LowBlockCentralDefender,1449,17,11.88,88.12,Right,-0.52,-0.01,1.97,-0.47,0.12,506661.0,1825846.0,1200000.0,,,sergio postigo,sergio,postigo,s
Filippo Costa,ITA,SPAL,Serie A,17/18,1554.81,22.0,25,"DF,MF",OffensiveWideProgressor,1473,14,92.08,7.92,Left,-0.52,-0.04,2.23,-0.94,0.14,,,,,,filippo costa,filippo,costa,f
Nabil Fekir,FRA,Betis,La Liga,20/21,1650.53,27.46,27,"MF,FW",Dribbler,1125,14,85.74,14.26,Left,-0.52,-0.03,2.67,-0.33,0.21,,,32000000.0,,,nabil fekir,nabil,fekir,n
Valon Behrami,SUI,Udinese,Serie A,17/18,1554.6,32.0,35,MF,DefensiveCentralProgressor,1398,18,12.95,87.05,Right,-0.52,-0.02,1.48,-0.5,0.1,,,,,,valon behrami,valon,behrami,v
Raul Navas,ESP,Real Sociedad,La Liga,18/19,1715.61,30.0,32,DF,LowBlockCentralDefender,1310,15,28.92,71.08,Right,-0.52,0.01,1.97,-0.47,0.14,1496234.0,2037620.0,,,,raul navas,raul,navas,r
Jean-Kevin Duverne,FRA,Brest,Ligue 1,19/20,1533.16,22.0,23,DF,PossessionOrientedCentralDefender,1178,13,16.13,83.87,Right,-0.52,0.01,2.02,-0.78,0.15,,,1600000.0,2040237.0,,jean-kevin duverne,jean-kevin,duverne,j
Brahim Diaz,ESP,Real Madrid,La Liga,18/19,1837.72,18.0,21,FW,Dribbler,376,5,40.12,59.88,Dual,-0.52,0.04,1.2,-1.8,0.29,779218.0,1279630.0,,,,brahim diaz,brahim,diaz,b
Pedrosa,ESP,Espanyol,La Liga,19/20,1607.97,21.0,22,"DF,MF",OffensiveWideProgressor,1087,11,86.41,13.59,Left,-0.52,0.01,2.23,-0.94,0.18,,,,,,pedrosa,pedrosa,pedrosa,p
Mattia Viviani,ITA,Brescia,Serie A,19/20,1449.68,18.0,20,MF,DefensiveCentralProgressor,344,3,20.65,79.35,Right,-0.52,0.0,0.39,-1.59,0.1,,,400000.0,1455081.0,,mattia viviani,mattia,viviani,m
Daniel Podence,POR,Wolves,Premier League,20/21,1765.83,25.2,25,"FW,MF",Dribbler,1117,14,16.02,83.98,Right,-0.53,-0.02,2.67,-0.33,0.21,,,17000000.0,,,daniel podence,daniel,podence,d
Wilfried Zaha,CIV,Crystal Palace,Premier League,20/21,1682.88,28.14,28,FW,Finisher,1250,14,14.33,85.67,Right,-0.53,-0.03,3.03,-0.38,0.22,,,44000000.0,,,wilfried zaha,wilfried,zaha,w
Emil Forsberg,SWE,RB Leipzig,Bundesliga,18/19,1781.53,26.0,29,"MF,FW",Playmaker,1249,14,9.18,90.82,Right,-0.53,0.01,3.38,-0.3,0.24,4507927.0,2776575.0,18000000.0,,,emil forsberg,emil,forsberg,e
Mikel Oyarzabal,ESP,Real Sociedad,La Liga,20/21,1758.95,23.7,23,"MF,FW",Dribbler,774,10,85.53,14.47,Left,-0.53,0.07,2.67,-0.33,0.31,,,60000000.0,,,mikel oyarzabal,mikel,oyarzabal,m
Sergio Busquets,ESP,Barcelona,La Liga,20/21,1903.79,32.46,32,MF,DefensiveCentralProgressor,877,11,18.21,81.79,Right,-0.53,0.04,1.48,-0.5,0.15,,,15000000.0,,,sergio busquets,sergio,busquets,s
Chris Mepham,WAL,Bournemouth,Premier League,19/20,1633.84,21.0,23,DF,LowBlockCentralDefender,912,10,12.73,87.27,Right,-0.53,0.02,1.54,-0.89,0.15,800833.0,1036146.0,8000000.0,7179527.0,,chris mepham,chris,mepham,c
Samu Castillejo,ESP,Milan,Serie A,18/19,1710.55,23.0,25,"FW,MF",Dribbler,1023,8,81.86,18.14,Left,-0.53,-0.02,2.53,-0.47,0.22,3141751.0,2844678.0,13000000.0,,,samu castillejo,samu,castillejo,s
Chema,ESP,Levante,La Liga,17/18,1693.33,25.0,28,DF,LowBlockCentralDefender,2020,23,82.63,17.37,Left,-0.53,-0.04,1.96,-0.48,0.09,,,,,,chema,chema,chema,c
Sargis Adamyan,ARM,Hoffenheim,Bundesliga,19/20,1729.86,26.0,27,"FW,MF",Finisher,746,6,17.5,82.5,Right,-0.53,0.12,3.02,-0.39,0.36,,,4000000.0,8837150.0,,sargis adamyan,sargis,adamyan,s
Facundo Medina,ARG,Lens,Ligue 1,20/21,1531.39,21.6,21,DF,PossessionOrientedCentralDefender,870,10,91.97,8.03,Left,-0.53,0.06,2.01,-0.79,0.21,,,,,,facundo medina,facundo,medina,f
Roger Assale,CIV,Leganes,La Liga,19/20,1663.56,25.0,27,"FW,MF",Finisher,531,2,8.55,91.45,Right,-0.53,0.27,3.02,-0.39,0.51,,,,,,roger assale,roger,assale,r
Sean Longstaff,ENG,Newcastle Utd,Premier League,19/20,1681.85,21.0,23,MF,DefensiveCentralProgressor,1378,14,19.43,80.57,Right,-0.53,-0.03,1.42,-0.56,0.09,47496.0,1111645.0,17500000.0,16251083.0,,sean longstaff,sean,longstaff,s
Arturo Calabresi,ITA,Bologna,Serie A,18/19,1572.21,22.0,24,DF,DefensiveWideProgressor,1412,16,7.55,92.45,Right,-0.53,-0.03,2.07,-0.66,0.13,418448.0,1000095.0,,,,arturo calabresi,arturo,calabresi,a
Tin Jedvaj,CRO,Leverkusen,Bundesliga,18/19,1760.88,22.0,25,DF,DefensiveWideProgressor,1121,13,19.83,80.17,Right,-0.53,0.01,2.07,-0.66,0.17,1690755.0,1050037.0,,,,tin jedvaj,tin,jedvaj,t
Andrei Girotto,BRA,Nantes,Ligue 1,17/18,1576.06,25.0,28,MF,AttackingCentralProgressor,1520,18,8.65,91.35,Right,-0.53,-0.01,2.61,-0.14,0.15,,,4000000.0,,,andrei girotto,andrei,girotto,a
Lorenzo Ariaudo,ITA,Frosinone,Serie A,18/19,1453.52,29.0,31,DF,LowBlockCentralDefender,1682,19,49.63,50.37,Dual,-0.54,-0.03,1.95,-0.48,0.1,1047250.0,1371878.0,,,,lorenzo ariaudo,lorenzo,ariaudo,l
Raphael Framberger,GER,Augsburg,Bundesliga,19/20,1605.48,23.0,25,DF,DefensiveWideProgressor,1175,12,8.33,91.67,Right,-0.54,0.0,2.07,-0.67,0.16,264640.0,1246363.0,1500000.0,4706770.0,,raphael framberger,raphael,framberger,r
Lautaro Martinez,ARG,Inter,Serie A,20/21,1858.84,23.36,23,FW,Finisher,914,10,16.18,83.82,Right,-0.54,0.05,3.02,-0.39,0.3,,,70000000.0,,,lautaro martinez,lautaro,martinez,l
Junior Sambia,FRA,Montpellier,Ligue 1,17/18,1590.91,20.0,24,MF,Playmaker,1542,16,21.4,78.6,Right,-0.54,-0.04,3.16,-0.52,0.18,,,2800000.0,,,junior sambia,junior,sambia,j
Kelechi Iheanacho,NGA,Leicester City,Premier League,17/18,1693.43,20.0,24,"FW,MF",Finisher,830,7,88.74,11.26,Left,-0.54,0.01,2.42,-0.99,0.26,,,15000000.0,,,kelechi iheanacho,kelechi,iheanacho,k
Philipp Lienhart,AUT,Freiburg,Bundesliga,20/21,1687.84,24.48,24,DF,LowBlockCentralDefender,1170,13,9.26,90.74,Right,-0.54,0.02,1.95,-0.49,0.15,,,12000000.0,,,philipp lienhart,philipp,lienhart,p
Stephan Lichtsteiner,SUI,Augsburg,Bundesliga,19/20,1605.48,35.0,36,DF,DefensiveWideProgressor,1343,17,22.07,77.93,Right,-0.54,-0.03,1.82,-0.91,0.12,,,,,,stephan lichtsteiner,stephan,lichtsteiner,s
Jorge Miramon,ESP,Levante,La Liga,20/21,1699.11,31.58,31,DF,DefensiveWideProgressor,719,8,4.4,95.6,Right,-0.54,0.07,1.82,-0.91,0.23,,,2500000.0,,,jorge miramon,jorge,miramon,j
Tanguy Ndombele,FRA,Tottenham,Premier League,19/20,1808.91,22.0,24,MF,AttackingCentralProgressor,1009,12,9.61,90.39,Right,-0.54,0.02,2.06,-0.68,0.18,,,45000000.0,29897190.0,,tanguy ndombele,tanguy,ndombele,t
Aaron Ramsey,WAL,Juventus,Serie A,19/20,1860.02,28.0,30,MF,AttackingCentralProgressor,1051,11,16.83,83.17,Right,-0.54,0.06,2.6,-0.14,0.22,,,22000000.0,19472583.0,,aaron ramsey,aaron,ramsey,a
Kevin Rodrigues,POR,Real Sociedad,La Liga,17/18,1730.15,23.0,26,DF,OffensiveWideProgressor,1638,18,87.28,12.72,Left,-0.54,-0.05,2.21,-0.96,0.12,,,,,,kevin rodrigues,kevin,rodrigues,k
Haris Belkebla,ALG,Brest,Ligue 1,20/21,1535.14,26.93,26,MF,DefensiveCentralProgressor,1295,16,11.25,88.75,Right,-0.54,-0.02,1.49,-0.49,0.1,,,1200000.0,,,haris belkebla,haris,belkebla,h
Opa Nguette,SEN,Metz,Ligue 1,20/21,1557.8,26.48,26,"FW,MF",Finisher,1132,13,9.01,90.99,Right,-0.54,0.0,3.01,-0.4,0.24,,,2800000.0,,,opa nguette,opa,nguette,o
Matthew Longstaff,ENG,Newcastle Utd,Premier League,19/20,1681.85,19.0,20,MF,DefensiveCentralProgressor,575,6,9.5,90.5,Right,-0.54,-0.05,0.37,-1.61,0.06,,,5000000.0,7196821.0,,matthew longstaff,matthew,longstaff,m
Luiz Araujo,BRA,Lille,Ligue 1,19/20,1662.4,23.0,24,"FW,MF",Dribbler,828,7,83.99,16.01,Left,-0.54,0.03,2.51,-0.49,0.27,1093619.0,1345417.0,5500000.0,5986020.0,,luiz araujo,luiz,araujo,l
Stephane Darbion,FRA,Troyes,Ligue 1,17/18,1461.59,33.0,36,"FW,MF",Playmaker,1705,20,83.98,16.02,Left,-0.55,-0.08,3.17,-0.52,0.17,,,,,,stephane darbion,stephane,darbion,s
Matteo Scozzarella,ITA,Parma,Serie A,18/19,1498.2,30.0,32,MF,DefensiveCentralProgressor,1459,17,11.99,88.01,Right,-0.55,-0.03,1.49,-0.49,0.09,628803.0,1666102.0,800000.0,,,matteo scozzarella,matteo,scozzarella,m
Niklas Stark,GER,Hertha BSC,Bundesliga,20/21,1668.61,25.72,25,"MF,DF",DefensiveCentralProgressor,1160,13,8.15,91.85,Right,-0.55,-0.01,1.49,-0.49,0.12,,,10000000.0,,,niklas stark,niklas,stark,n
Antonio Sanabria,PAR,Betis,La Liga,17/18,1723.9,21.0,24,FW,Finisher,854,8,27.13,72.87,Right,-0.55,0.0,2.41,-1.0,0.25,,,,,,antonio sanabria,antonio,sanabria,a
Loren Moron,ESP,Betis,La Liga,17/18,1723.9,23.0,27,FW,Finisher,1061,12,11.76,88.24,Right,-0.55,-0.05,2.41,-1.0,0.2,,,15000000.0,,,loren moron,loren,moron,l
Ashley Westwood,ENG,Burnley,Premier League,20/21,1708.72,30.75,30,MF,AttackingCentralProgressor,1350,15,5.92,94.08,Right,-0.55,-0.02,2.02,-0.72,0.13,,,5500000.0,,,ashley westwood,ashley,westwood,a
Sebastian Rode,GER,Eint Frankfurt,Bundesliga,18/19,1745.71,27.0,30,MF,DefensiveCentralProgressor,923,12,20.26,79.74,Right,-0.55,0.02,1.48,-0.5,0.14,3381511.0,3126315.0,5000000.0,,,sebastian rode,sebastian,rode,s
Amos Pieper,GER,Arminia,Bundesliga,20/21,1592.72,22.96,22,DF,LowBlockCentralDefender,884,10,13.23,86.77,Right,-0.55,0.02,1.52,-0.92,0.15,,,,,,amos pieper,amos,pieper,a
Alen Halilovic,CRO,Las Palmas,La Liga,17/18,1539.63,21.0,24,"FW,MF",Playmaker,1305,16,82.23,17.77,Left,-0.55,0.0,3.15,-0.54,0.22,,,,,,alen halilovic,alen,halilovic,a
Marvelous Nakamba,ZIM,Aston Villa,Premier League,19/20,1622.7,25.0,26,MF,DefensiveCentralProgressor,1836,19,86.06,13.94,Left,-0.56,-0.05,1.48,-0.5,0.07,,,8000000.0,9690493.0,,marvelous nakamba,marvelous,nakamba,m
Marc Muniesa,ESP,Girona,La Liga,18/19,1622.19,26.0,28,"DF,MF",PossessionOrientedCentralDefender,1406,15,91.39,8.61,Left,-0.56,0.01,2.52,-0.28,0.16,1249689.0,1453767.0,,,,marc muniesa,marc,muniesa,m
Leon Bailey,JAM,Leverkusen,Bundesliga,20/21,1855.38,23.4,23,FW,Dribbler,844,10,80.51,19.49,Left,-0.56,0.04,2.64,-0.36,0.28,,,29500000.0,,,leon bailey,leon,bailey,l
Lucas Holer,GER,Freiburg,Bundesliga,20/21,1687.84,26.48,26,FW,Finisher,956,11,15.77,84.23,Right,-0.56,0.04,2.99,-0.41,0.28,,,4000000.0,,,lucas holer,lucas,holer,l
Florian Niederlechner,GER,Freiburg,Bundesliga,18/19,1596.02,27.0,30,"FW,MF",Finisher,970,12,22.58,77.42,Right,-0.56,0.03,2.99,-0.42,0.28,882133.0,1969915.0,,,,florian niederlechner,florian,niederlechner,f
Lukas Lerager,DEN,Bordeaux,Ligue 1,18/19,1553.36,25.0,27,MF,DefensiveCentralProgressor,1298,15,12.46,87.54,Right,-0.56,-0.02,1.48,-0.5,0.1,,,,,,lukas lerager,lukas,lerager,l
Phil Jones,ENG,Manchester Utd,Premier League,17/18,1880.94,25.0,28,DF,LowBlockCentralDefender,1973,23,11.93,88.07,Right,-0.56,-0.04,1.93,-0.51,0.09,,,,,,phil jones,phil,jones,p
Arthur Masuaku,COD,West Ham,Premier League,19/20,1689.95,25.0,27,DF,DefensiveWideProgressor,937,10,93.14,6.86,Left,-0.56,0.07,2.38,-0.35,0.23,2744206.0,3834730.0,6500000.0,6071593.0,,arthur masuaku,arthur,masuaku,a
Martin Kelly,ENG,Crystal Palace,Premier League,19/20,1677.91,29.0,30,DF,LowBlockCentralDefender,1549,17,12.67,87.33,Right,-0.56,-0.02,1.93,-0.51,0.11,1715129.0,1874911.0,2800000.0,4082807.0,,martin kelly,martin,kelly,m
Faouzi Ghoulam,ALG,Napoli,Serie A,18/19,1803.07,27.0,29,DF,OffensiveWideProgressor,1154,12,89.02,10.98,Left,-0.56,0.04,2.9,-0.27,0.23,5025897.0,3648051.0,7000000.0,,,faouzi ghoulam,faouzi,ghoulam,f
Kalidou Koulibaly,SEN,Napoli,Serie A,20/21,1767.13,29.53,29,DF,PossessionOrientedCentralDefender,1036,12,31.59,68.41,Right,-0.56,0.06,2.51,-0.29,0.22,,,65000000.0,,,kalidou koulibaly,kalidou,koulibaly,k
Albin Ekdal,SWE,Sampdoria,Serie A,20/21,1610.87,31.43,31,MF,DefensiveCentralProgressor,1091,13,8.58,91.42,Right,-0.56,0.0,1.44,-0.54,0.12,,,3200000.0,,,albin ekdal,albin,ekdal,a
Thiago Maia,BRA,Lille,Ligue 1,18/19,1672.55,21.0,23,MF,DefensiveCentralProgressor,1021,10,89.78,10.22,Left,-0.56,0.0,1.39,-0.59,0.12,3381511.0,2359204.0,,,,thiago maia,thiago,maia,t
Marin Pongracic,CRO,Wolfsburg,Bundesliga,19/20,1718.13,21.0,23,DF,PossessionOrientedCentralDefender,928,11,18.8,81.2,Right,-0.56,0.04,1.97,-0.82,0.19,,,,,,marin pongracic,marin,pongracic,m
Jack Wilshere,ENG,Arsenal,Premier League,17/18,1818.72,25.0,28,MF,AttackingCentralProgressor,1193,12,94.07,5.93,Left,-0.57,0.03,2.58,-0.17,0.19,,,,,,jack wilshere,jack,wilshere,j
Alberto Aquilani,ITA,Las Palmas,La Liga,17/18,1539.63,33.0,36,MF,DefensiveCentralProgressor,1298,15,12.53,87.47,Right,-0.57,-0.02,1.44,-0.54,0.1,,,,,,alberto aquilani,alberto,aquilani,a
Maxime Lopez,FRA,Marseille,Ligue 1,19/20,1678.85,21.0,23,"MF,FW",AttackingCentralProgressor,1110,13,9.13,90.87,Right,-0.57,0.0,2.04,-0.71,0.17,1626292.0,933378.0,12000000.0,11590743.0,,maxime lopez,maxime,lopez,m
Hirving Lozano,MEX,Napoli,Serie A,20/21,1767.13,25.42,25,FW,Finisher,867,11,4.2,95.8,Right,-0.57,0.07,2.99,-0.42,0.31,,,28000000.0,,,hirving lozano,hirving,lozano,h
Sam Byram,ENG,Norwich City,Premier League,19/20,1537.87,25.0,27,DF,DefensiveWideProgressor,1293,15,19.21,80.79,Right,-0.57,0.0,2.37,-0.36,0.17,,,2800000.0,2389452.0,,sam byram,sam,byram,s
Mijat Gacinovic,SRB,Eint Frankfurt,Bundesliga,18/19,1745.71,23.0,25,MF,Playmaker,1626,16,22.89,77.11,Right,-0.57,-0.05,3.13,-0.55,0.17,882133.0,1112505.0,,,,mijat gacinovic,mijat,gacinovic,m
Riyad Mahrez,ALG,Manchester City,Premier League,20/21,1959.46,29.86,29,"FW,DF",Dribbler,765,9,94.4,5.6,Left,-0.57,0.07,2.63,-0.37,0.31,,,48000000.0,,,riyad mahrez,riyad,mahrez,r
Cheick Doucoure,MLI,Lens,Ligue 1,20/21,1531.39,20.98,20,MF,DefensiveCentralProgressor,1053,12,3.91,96.09,Right,-0.57,0.0,1.39,-0.59,0.12,,,,,,cheick doucoure,cheick,doucoure,c
Reece James,ENG,Chelsea,Premier League,20/21,1847.73,21.07,21,DF,OffensiveWideProgressor,1084,12,10.26,89.74,Right,-0.57,0.01,2.19,-0.98,0.18,,,22500000.0,,,reece james,reece,james,r
Mateo Kovacic,CRO,Real Madrid,La Liga,17/18,2020.97,23.0,26,MF,AttackingCentralProgressor,994,10,4.06,95.94,Right,-0.57,0.02,2.03,-0.71,0.18,,,,,,mateo kovacic,mateo,kovacic,m
Joao Moutinho,POR,Wolves,Premier League,20/21,1765.83,34.32,34,MF,DefensiveCentralProgressor,979,11,7.32,92.68,Right,-0.57,0.02,1.43,-0.55,0.13,,,8000000.0,,,joao moutinho,joao,moutinho,j
Christian Kabasele,BEL,Watford,Premier League,18/19,1685.23,27.0,29,DF,LowBlockCentralDefender,1586,19,10.02,89.98,Right,-0.57,-0.02,1.92,-0.52,0.11,2058155.0,3396448.0,6500000.0,,,christian kabasele,christian,kabasele,c
Rafinha,BRA,Bayern Munich,Bundesliga,18/19,1944.13,32.0,35,DF,DefensiveCentralProgressor,901,9,20.87,79.13,Right,-0.57,0.03,1.43,-0.55,0.14,5635474.0,3099329.0,,,,rafinha,rafinha,rafinha,r
Luca Rossettini,ITA,Chievo,Serie A,18/19,1442.57,33.0,35,DF,LowBlockCentralDefender,1823,20,18.37,81.63,Right,-0.58,-0.03,2.08,-0.36,0.1,1256474.0,1311110.0,,,,luca rossettini,luca,rossettini,l
Federico Dimarco,ITA,Hellas Verona,Serie A,20/21,1597.7,23.14,23,DF,OffensiveWideProgressor,1104,12,93.15,6.85,Left,-0.58,0.05,2.89,-0.28,0.24,,,4500000.0,,,federico dimarco,federico,dimarco,f
Oscar Hiljemark,SWE,Genoa,Serie A,17/18,1561.46,25.0,28,MF,OffensiveWideProgressor,1279,15,16.29,83.71,Right,-0.58,0.02,2.89,-0.28,0.2,,,,,,oscar hiljemark,oscar,hiljemark,o
Sasa Lukic,SRB,Levante,La Liga,17/18,1693.33,20.0,24,MF,DefensiveCentralProgressor,992,12,15.93,84.07,Right,-0.58,0.01,1.38,-0.6,0.13,,,,,,sasa lukic,sasa,lukic,s
Shane Long,IRL,Southampton,Premier League,19/20,1724.54,32.0,33,FW,Finisher,1395,15,20.69,79.31,Right,-0.58,-0.04,3.24,-0.17,0.21,4116310.0,4929692.0,2800000.0,2784590.0,,shane long,shane,long,s
Danilo Cataldi,ITA,Lazio,Serie A,19/20,1735.73,24.0,26,MF,DefensiveCentralProgressor,592,3,17.77,82.23,Right,-0.58,0.1,1.46,-0.52,0.22,1465698.0,1614117.0,3200000.0,6852230.0,,danilo cataldi,danilo,cataldi,d
Oliver Sorg,GER,Hannover 96,Bundesliga,17/18,1575.5,27.0,30,DF,DefensiveWideProgressor,1687,20,19.97,80.03,Right,-0.58,-0.04,2.36,-0.37,0.13,,,,,,oliver sorg,oliver,sorg,o
Darko Lazovic,SRB,Genoa,Serie A,17/18,1561.46,26.0,30,"MF,DF",OffensiveWideProgressor,1242,12,11.4,88.6,Right,-0.58,0.03,2.89,-0.28,0.21,,,,,,darko lazovic,darko,lazovic,d
Bruno Peres,BRA,Roma,Serie A,19/20,1737.04,29.0,30,DF,OffensiveWideProgressor,1056,12,19.25,80.75,Right,-0.58,0.06,2.89,-0.29,0.25,,,3000000.0,5040240.0,,bruno peres,bruno,peres,b
Mehdi Bourabia,MAR,Sassuolo,Serie A,19/20,1644.71,27.0,29,MF,DefensiveCentralProgressor,925,10,14.54,85.46,Right,-0.58,0.02,1.46,-0.52,0.14,1256474.0,1367108.0,3000000.0,5096302.0,,mehdi bourabia,mehdi,bourabia,m
Peter Pekarik,SVK,Hertha BSC,Bundesliga,17/18,1608.77,30.0,34,DF,DefensiveWideProgressor,1375,17,3.96,96.04,Right,-0.58,-0.01,2.36,-0.37,0.15,,,400000.0,,,peter pekarik,peter,pekarik,p
Angelo Fulgini,FRA,Angers,Ligue 1,20/21,1571.94,24.37,24,MF,Playmaker,1360,16,11.35,88.65,Right,-0.58,-0.01,3.33,-0.35,0.22,,,7000000.0,,,angelo fulgini,angelo,fulgini,a
Manuel Lanzini,ARG,West Ham,Premier League,19/20,1689.95,26.0,27,"MF,FW",Playmaker,1379,14,11.34,88.66,Right,-0.58,-0.02,3.33,-0.35,0.22,4802361.0,4367950.0,16000000.0,11590773.0,,manuel lanzini,manuel,lanzini,m
Kasim Nuhu,GHA,Dusseldorf,Bundesliga,19/20,1591.63,24.0,25,DF,LowBlockCentralDefender,999,11,6.47,93.53,Right,-0.58,0.04,1.91,-0.52,0.17,,,,,,kasim nuhu,kasim,nuhu,k
Lars Bender,GER,Leverkusen,Bundesliga,20/21,1855.38,31.68,31,DF,DefensiveCentralProgressor,769,10,12.1,87.9,Right,-0.58,0.05,1.43,-0.55,0.17,,,7000000.0,,,lars bender,lars,bender,l
Stuart Armstrong,SCO,Southampton,Premier League,19/20,1724.54,27.0,28,MF,Playmaker,1715,19,23.27,76.73,Right,-0.58,-0.06,3.33,-0.35,0.17,3430258.0,4925193.0,6500000.0,6633243.0,,stuart armstrong,stuart,armstrong,s
Ruben Pena,ESP,Eibar,La Liga,17/18,1723.54,26.0,29,"DF,FW",OffensiveWideProgressor,1733,18,15.64,84.36,Right,-0.58,-0.03,2.88,-0.29,0.15,,,,,,ruben pena,ruben,pena,r
